year,date,type,agencies_slug_uq,agencies_id_uq,agencies_acronym_uq,agency_names,agency_slugs,document_number,title,editorial_note,filing_type,json_url,indicator
2017,2017-01-24,Notice,commerce-department,54,DOC,Foreign-Trade Zones Board,foreign-trade-zones-board,2017-01707,"Production Activities: Givaudan Flavors Corp., Foreign-Trade Zone 44H, East Hanover, NJ",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01707,0
2017,2017-01-24,Notice,consumer-product-safety-commission,84,CPSC,Consumer Product Safety Commission,consumer-product-safety-commission,2017-01643,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Standard for the Flammability of Mattresses and Mattress Pads and Standard for the Flammability (Open Flame) of Mattress Sets",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01643,0
2017,2017-01-24,Notice,consumer-product-safety-commission,84,CPSC,Consumer Product Safety Commission,consumer-product-safety-commission,2017-01644,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Clothing Textiles, Vinyl Plastic Film",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01644,0
2017,2017-01-24,Notice,education-department,126,ED,Education Department,education-department,C1-2017-00748,Applications for New Awards: Expanding Opportunity Through Quality Charter Schools Program -- Grants to Charter Management Organizations for the Replication and Expansion of High-Quality Charter Schools,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/C1-2017-00748,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01632,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01632,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01633,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01633,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01634,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01634,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01639,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01639,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01640,Filings: Southwestern Power Administration,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01640,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01642,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01642,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01671,"Requests under Blanket Authorizations: Tallgrass Interstate Gas Transmission, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01671,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01672,Staff Attendances,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01672,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01673,Applications: S.D. Warren,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01673,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01674,"License Applications: Carthage Specialty Paperboard, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01674,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01675,"Permit Applications: Chugach Electric Association, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01675,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01676,"Environmental Assessments; Availability, etc.: DTE Midstream Appalachia, LLC, Birdsboro Pipeline Project",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01676,0
2017,2017-01-24,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01679,Petitions for Waivers: Black Marlin Pipeline Co.,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01679,0
2017,2017-01-24,Notice,energy-department,136,DOE,Energy Department,energy-department,2017-01694,Requests for Information: Fostering Energy Innovation Ecosystems,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01694,0
2017,2017-01-24,Notice,federal-deposit-insurance-corporation,164,FDIC,Federal Deposit Insurance Corporation,federal-deposit-insurance-corporation,2017-01659,"Terminations of Receivership: 10106, CapitalSouth Bank, Birmingham, AL",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01659,0
2017,2017-01-24,Notice,federal-deposit-insurance-corporation,164,FDIC,Federal Deposit Insurance Corporation,federal-deposit-insurance-corporation,2017-01660,"Terminations of Receivership: 10432, Fidelity Bank, Dearborn, MI",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01660,0
2017,2017-01-24,Notice,federal-reserve-system,188,FRS,Federal Reserve System,federal-reserve-system,2017-01669,"Formations of, Acquisitions by, and Mergers of Savings and Loan Holding Companies",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01669,0
2017,2017-01-24,Notice,federal-reserve-system,188,FRS,Federal Reserve System,federal-reserve-system,2017-01670,Change in Bank Control Notices: Acquisitions of Shares of a Bank or Bank Holding Company,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01670,0
2017,2017-01-24,Notice,federal-reserve-system,188,FRS,Federal Reserve System,federal-reserve-system,2017-01680,"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01680,0
2017,2017-01-24,Notice,federal-trade-commission,192,FTC,Federal Trade Commission,federal-trade-commission,2017-01650,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01650,0
2017,2017-01-24,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01572,Meetings: Center for Scientific Review,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01572,0
2017,2017-01-24,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01573,Meetings: National Cancer Institute,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01573,0
2017,2017-01-24,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01574,Meetings: National Institute of Environmental Health Sciences,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01574,0
2017,2017-01-24,Notice,health-and-human-services-department,221,HHS,Health and Human Services Department,health-and-human-services-department,2017-01589,Declaration under the Public Readiness and Emergency Preparedness Act: Zika Virus Vaccines,The agency has requested this document be withdrawn from publication after placement on public inspection. The document will remain on file through close of business on January 25. A copy of the agency's withdrawal letter is available for inspection at the Office of the Federal Register.,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01589,1
2017,2017-01-24,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2017-01624,Meetings: Advisory Committee on Immunization Practices,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01624,0
2017,2017-01-24,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2017-01625,Charter Renewals: Healthcare Infection Control Practices Advisory Committee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01625,0
2017,2017-01-24,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2017-01626,"Meetings: Disease, Disability, and Injury Prevention and Control Special Emphasis Panel",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01626,0
2017,2017-01-24,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2017-01627,"Meetings: Disease, Disability, and Injury Prevention and Control  Special Emphasis Panel",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01627,0
2017,2017-01-24,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2017-01628,"Meetings: Disease, Disability, and Injury Prevention and Control  Special Emphasis Panel",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01628,0
2017,2017-01-24,Notice,health-and-human-services-department,221,HHS,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2017-01629,"Meetings: Disease, Disability, and Injury Prevention and Control Special Emphasis Panel",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01629,0
